BioProject,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
PRJNA749068,Advenella alkanexedens,1481665,S,10445,15,10460,0.00077
PRJNA749068,Xylanimonas cellulosilytica,186189,S,3859,1754,5613,0.00077
PRJNA807746,Corynebacterium massiliense,441501,S,16,1652,1668,0.00077
PRJNA912212,Rhodococcus coprophilus,38310,S,963,38,1001,0.00077
PRJNA429692,Pseudomonas sp. FJ2-5-13,2976884,S,1395851,384962,1780813,0.00077
PRJNA807746,Desulfovibrio piger,901,S,4001,66,4067,0.00076
PRJNA807746,Helicobacter typhlonius,76936,S,355,2,357,0.00076
PRJNA807746,Finegoldia magna,1260,S,4647,6,4653,0.00076
PRJEB21503,Acinetobacter sp. NyZ410,2929509,S,58,62,120,0.00075
PRJNA912212,Anaerococcus prevotii,33034,S,228,1,229,0.00075
PRJNA807746,Deinococcus ficus,317577,S,4597,1,4598,0.00075
PRJNA695410,Parabacteroides merdae,46503,S,1797,848,2645,0.00075
PRJEB21503,Haemophilus parainfluenzae,729,S,46,1,47,0.00075
PRJNA692666,Acinetobacter schindleri,108981,S,507,32,539,0.00075
PRJNA695410,Blautia obeum,40520,S,719,1908,2627,0.00075
PRJNA692666,Vitreoscilla massiliensis,1689272,S,1768,113,1881,0.00075
PRJNA629667,Lactococcus garvieae,1363,S,58,5365,5423,0.00075
PRJNA912212,Neisseria meningitidis,487,S,22,1371,1393,0.00075
PRJNA807746,Bacteroides uniformis,820,S,1451,1584,3035,0.00074
PRJNA629667,Lysobacter enzymogenes,69,S,1758,4271,6029,0.00074
PRJNA894103,Neorhizobium petrolearium,515361,S,3713,678,4391,0.00074
PRJNA894103,Streptomyces sp. S1A1-8,2594460,S,20,1993,2013,0.00074
PRJNA629667,Chryseobacterium suipulveris,2929800,S,478,5444,5922,0.00073
PRJNA693337,Roseburia intestinalis,166486,S,1324,924,2248,0.00073
PRJNA693337,Ruminococcus bicirculans (ex Wegman et al. 2014),1160721,S,2367,823,3190,0.00073
PRJNA695410,Helicobacter apodemus,135569,S,2335,114,2449,0.00072
PRJNA695410,Finegoldia magna,1260,S,2259,53,2312,0.00072
PRJNA807746,Keratinibaculum paraultunense,1278232,S,1070,7,1077,0.00072
PRJNA564695,Porphyromonas sp. oral taxon 275,712435,S,1765,0,1765,0.00072
PRJNA695410,Streptococcus pneumoniae,1313,S,92,2431,2523,0.00072
PRJNA749068,Streptococcus sanguinis,1305,S,5423,20,5443,0.00072
PRJNA894103,Streptococcus pneumoniae,1313,S,98,3265,3363,0.00072
PRJNA692666,Lactobacillus iners,147802,S,399,1,400,0.00072
PRJNA564695,Lysobacter sp. TY2-98,2290922,S,1182,205,1387,0.00072
PRJNA744578,Streptococcus sanguinis,1305,S,3858,3017,6875,0.00072
PRJNA692666,Fusobacterium necrophorum,859,S,58,1373,1431,0.00072
PRJNA1048173,Brucella sp. MAB-22,2986424,S,16,15105,15121,0.00072
PRJNA1048173,Staphylococcus aureus,1280,S,2879,25872,28751,0.00072
PRJNA564695,Faecalibaculum rodentium,1702221,S,1584,12,1596,0.00072
PRJNA894103,Pseudothauera hydrothermalis,2184083,S,2273,23,2296,0.00071
PRJNA695410,Streptococcus thermophilus,1308,S,17,1517,1534,0.00071
PRJEB55147,Corynebacterium segmentosum,43990,S,68143,36058,104201,0.00071
PRJNA398289,Kocuria sp. KD4,2719588,S,402796,166457,569253,0.00071
PRJNA695410,Bacillus cereus,1396,S,84,560,644,0.00071
PRJNA692666,Psychrobacter sp. WB2,3043330,S,16,1600,1616,0.0007
PRJNA807746,Propionibacterium acidifaciens,556499,S,4263,134,4397,0.0007
PRJNA564695,Janibacter limosus,53458,S,82,631,713,0.0007
PRJNA629667,Brevundimonas vitisensis,2800818,S,1203,4760,5963,0.0007
PRJNA912212,Chryseobacterium oryzae,2929799,S,204,8,212,0.0007
PRJNA629667,Anoxybacillus flavithermus,33934,S,6049,65,6114,0.00069
PRJNA894103,Lentilactobacillus parabuchneri,152331,S,128,1536,1664,0.00069
PRJNA912212,Bacillus subtilis,1423,S,22,784,806,0.00069
PRJNA894103,Lactiplantibacillus plantarum,1590,S,386,2968,3354,0.00069
PRJNA564695,Muribaculum intestinale,1796646,S,518,16,534,0.00069
PRJNA692666,Clostridium baratii,1561,S,388,247,635,0.00069
PRJNA912212,Planktothrix agardhii,1160,S,28,850,878,0.00069
PRJNA749068,Citricoccus sp. SGAir0253,2567881,S,4635,816,5451,0.00068
PRJNA564695,Neisseria subflava,28449,S,1123,254,1377,0.00068
PRJNA749068,Marinobacter shengliensis,1389223,S,8815,160,8975,0.00068
PRJNA693337,Bacteroides uniformis,820,S,1166,183,1349,0.00068
PRJNA912212,Brevibacterium aurantiacum,273384,S,34,4,38,0.00068
PRJNA744578,Paracoccus jeotgali,2065379,S,60,7134,7194,0.00068
PRJNA564695,Kaistella carnis,1241979,S,71,1433,1504,0.00068
PRJNA629667,Salmonella enterica,28901,S,2263,4282,6545,0.00068
PRJNA692666,Chryseobacterium taklimakanense,536441,S,85,1210,1295,0.00068
PRJNA564695,Lactobacillus iners,147802,S,398,2,400,0.00068
PRJNA692666,Chryseobacterium salivictor,2547600,S,24,861,885,0.00068
PRJNA744578,Acinetobacter sp. NyZ410,2929509,S,3334,4501,7835,0.00067
PRJNA629667,Sphingomonas sp.,28214,S,163,5689,5852,0.00067
PRJNA912212,Ezakiella coagulans,46507,S,2154,23,2177,0.00067
PRJNA693337,Anaerostipes hadrus,649756,S,2043,175,2218,0.00067
PRJNA429692,Kocuria sp. KD4,2719588,S,402796,166457,569253,0.00067
PRJNA894103,Bacteroides faecium,2715212,S,2389,25,2414,0.00067
PRJNA807746,Coprobacter secundus,1501392,S,995,10,1005,0.00067
PRJNA744578,Odoribacter splanchnicus,28118,S,7869,440,8309,0.00067
PRJNA629667,Acinetobacter johnsonii,40214,S,5929,265,6194,0.00067
PRJNA695410,Bacteroides caccae,47678,S,776,961,1737,0.00067
PRJNA744578,Chordicoccus furentiruminis,2709410,S,8367,140,8507,0.00067
PRJNA692666,Leucobacter sp. CX169,2813744,S,651,204,855,0.00066
PRJNA564695,Ligilactobacillus salivarius,1624,S,55,1025,1080,0.00066
PRJNA744578,Streptococcus suis,1307,S,18,8576,8594,0.00066
PRJNA695410,Desulfovibrio piger,901,S,2257,78,2335,0.00066
PRJNA894103,Lawsonibacter asaccharolyticus,2108523,S,1513,1,1514,0.00066
PRJNA894103,Moraxella osloensis,34062,S,1072,2651,3723,0.00066
PRJNA912212,Streptococcus pyogenes,1314,S,21,1096,1117,0.00066
PRJNA894103,Blautia sp. SC05B48,2479767,S,535,705,1240,0.00066
PRJNA692666,Olsenella sp. oral taxon 807,712411,S,598,7,605,0.00066
PRJNA629667,Candidatus Kaistella beijingensis,2820270,S,480,4818,5298,0.00065
PRJNA629667,Muribaculum intestinale,1796646,S,5636,142,5778,0.00065
PRJNA894103,Proteiniborus sp. MB09-C3,3050072,S,2879,745,3624,0.00065
PRJNA564695,Brevibacterium sp. CS2,2575923,S,844,2,846,0.00065
PRJNA692666,Bacillus thuringiensis,1428,S,157,1493,1650,0.00065
PRJNA894103,Corynebacterium coyleae,53374,S,230,1697,1927,0.00065
PRJNA629667,Massilia varians,457921,S,5796,87,5883,0.00065
PRJNA692666,Allobaculum mucilyticum,2834459,S,1187,36,1223,0.00064
PRJNA398289,Schlegelella aquatica,376175,S,196235,5389,201624,0.00064
PRJNA744578,Halomicronema hongdechloris,1209493,S,74,7184,7258,0.00064
PRJNA744578,Pseudomonas aeruginosa,287,S,715,6233,6948,0.00064
PRJNA692666,Anaerococcus prevotii,33034,S,251,100,351,0.00064
PRJNA692666,Moraxella bovis,476,S,61,780,841,0.00063
PRJNA749068,Halomonas hydrothermalis,115561,S,33,7974,8007,0.00063
PRJNA564695,Psychrobacter sp. WB2,3043330,S,17,1618,1635,0.00063
PRJNA398289,Tequatrovirus gee4507,2844199,S,132706,4167,136873,0.00063
PRJNA807746,Bacillus thuringiensis,1428,S,32,1209,1241,0.00063
PRJNA629667,Corynebacterium uberis,2883169,S,5195,457,5652,0.00062
PRJNA894103,Clostridium beijerinckii,1520,S,25,3466,3491,0.00062
PRJNA749068,Bacillus safensis,561879,S,5106,89,5195,0.00061
PRJNA749068,Caminicella sporogenes,166485,S,7607,198,7805,0.00061
PRJNA429692,Schlegelella aquatica,376175,S,196235,5389,201624,0.00061
PRJNA744578,Allocoleopsis franciscana,2886352,S,19,7442,7461,0.00061
PRJNA894103,Bacteroides caccae,47678,S,3748,53,3801,0.00061
PRJNA1048173,Streptococcus pneumoniae,1313,S,348,21105,21453,0.00061
PRJNA807746,Parabacteroides merdae,46503,S,779,19,798,0.00061
PRJNA564695,Fusobacterium animalis,76859,S,16,1359,1375,0.00061
PRJNA807746,Acinetobacter sp. WCHA45,2004644,S,165,2664,2829,0.00061
PRJNA749068,Leucobacter sp. CX169,2813744,S,4423,570,4993,0.0006
PRJNA629667,Klebsiella pneumoniae,573,S,4494,1321,5815,0.0006
PRJNA894103,Anoxybacillus caldiproteolyticus,247480,S,1474,23,1497,0.0006
PRJNA894103,Blautia argi,1912897,S,1605,16,1621,0.0006
PRJNA629667,Pedobacter cryoconitis,188932,S,3923,776,4699,0.0006
PRJNA807746,Candidatus Kaistella beijingensis,2820270,S,2408,8,2416,0.0006
PRJNA894103,Nitrospira moscoviensis,42253,S,3284,42,3326,0.00059
PRJNA398289,Streptococcus oralis,1303,S,949,108,1057,0.00059
PRJEB55147,Corynebacterium simulans,146827,S,616958,25526,642484,0.00059
PRJNA629667,Hankyongella ginsenosidimutans,1763828,S,129,5167,5296,0.00059
PRJNA629667,Empedobacter brevis,247,S,5581,6,5587,0.00059
PRJNA807746,Shinella sp. XGS7,2877941,S,165,1674,1839,0.00059
PRJNA744578,Actinoplanes teichomyceticus,1867,S,543,6791,7334,0.00059
PRJNA564695,Olsenella sp. oral taxon 807,712411,S,613,5,618,0.00059
PRJNA564695,Chryseobacterium salivictor,2547600,S,24,849,873,0.00059
PRJNA429692,Tequatrovirus gee4507,2844199,S,132707,4167,136874,0.00059
PRJNA744578,Enterococcus faecium,1352,S,215,7163,7378,0.00059
PRJNA807746,Shewanella sp. NFH-SH190041,2950245,S,2336,51,2387,0.00058
PRJNA749068,Pseudarthrobacter sp. L1SW,2851598,S,75,7580,7655,0.00058
PRJNA894103,Fusobacterium gastrosuis,1755100,S,2020,88,2108,0.00058
PRJNA894103,Bacteroides helcogenes,290053,S,1206,191,1397,0.00058
PRJNA564695,Clostridium baratii,1561,S,391,215,606,0.00058
PRJNA564695,Leucobacter sp. CX169,2813744,S,654,197,851,0.00057
PRJNA807746,Blautia wexlerae,418240,S,1752,292,2044,0.00057
PRJNA744578,Synechococcus sp. JA-3-3Ab,321327,S,54,6856,6910,0.00057
PRJNA807746,Corynebacterium glucuronolyticum,39791,S,22,683,705,0.00057
PRJNA564695,Acinetobacter baumannii,470,S,54,331,385,0.00057
PRJNA807746,Escherichia coli,562,S,173,2258,2431,0.00057
PRJNA744578,Sinorhizobium meliloti,382,S,42,6865,6907,0.00057
PRJNA564695,Corynebacterium resistens,258224,S,27,503,530,0.00056
PRJNA429692,Streptococcus oralis,1303,S,949,108,1057,0.00056
PRJNA807746,Methylobacterium organophilum,410,S,169,2062,2231,0.00056
PRJNA744578,Pseudomonas sp. S150,2559074,S,20,6020,6040,0.00056
PRJNA749068,Geobacillus thermodenitrificans,33940,S,16,7408,7424,0.00056
PRJNA564695,Allobaculum mucilyticum,2834459,S,1207,44,1251,0.00056
PRJNA807746,Collinsella aerofaciens,74426,S,3009,0,3009,0.00056
PRJNA629667,Porphyromonas somerae,322095,S,4560,0,4560,0.00056
PRJNA629667,Acinetobacter schindleri,108981,S,3906,656,4562,0.00055
PRJNA398289,Pseudomonas oleovorans,301,S,253,438,691,0.00055
PRJNA629667,Prevotella corporis,28128,S,4568,335,4903,0.00055
PRJNA629667,Massilia oculi,945844,S,3342,946,4288,0.00055
PRJNA744578,Massilia oculi,945844,S,4883,1674,6557,0.00054
PRJNA744578,Corynebacterium diphtheriae,1717,S,18,6265,6283,0.00054
PRJNA807746,Sneathia vaginalis,187101,S,481,0,481,0.00054
PRJNA807746,Anaerococcus sp. Marseille-Q7828,3036300,S,1978,50,2028,0.00053
PRJNA744578,Sandaracinus amylolyticus,927083,S,6258,24,6282,0.00053
PRJNA749068,Brachybacterium faecium,43669,S,3847,508,4355,0.00053
PRJNA749068,Miniphocaeibacter halophilus,2931922,S,828,2,830,0.00052
PRJNA749068,Schaalia sp. 19OD2882,2794089,S,6578,116,6694,0.00052
PRJNA429692,Pseudomonas oleovorans,301,S,253,438,691,0.00052
PRJNA749068,Limosilactobacillus fermentum,1613,S,6156,71,6227,0.00051
PRJNA807746,Lachnospira eligens,39485,S,1820,28,1848,0.00051
PRJNA749068,Bacillus sp. CMF21,2884832,S,84,4272,4356,0.00051
PRJNA629667,Corynebacterium matruchotii,43768,S,4060,448,4508,0.00051
PRJNA398289,Streptococcus mutans,1309,S,224711,8181,232892,0.0005
PRJEB55147,Corynebacterium kroppenstedtii,161879,S,141,2,143,0.0005
PRJNA744578,Corynebacterium aquatimens,1190508,S,25,5075,5100,0.00049
PRJNA629667,Deinococcus aquaticus,328692,S,3626,573,4199,0.00049
PRJNA749068,Kocuria sp. TGY1127_2,2711328,S,31,6275,6306,0.00049
PRJNA744578,Faecalibacterium prausnitzii,853,S,1059,4430,5489,0.00049
PRJNA807746,Segatella copri,165179,S,1766,0,1766,0.00049
PRJNA749068,Lawsonella clevelandensis,1528099,S,3782,1,3783,0.00049
PRJNA629667,Marvinbryantia formatexigens,168384,S,4360,0,4360,0.00049
PRJNA629667,Methylorubrum extorquens,408,S,22,4033,4055,0.00048
PRJNA1048173,Geodermatophilus obscurus,1861,S,15288,1028,16316,0.00048
PRJNA429692,Streptococcus mutans,1309,S,224711,8181,232892,0.00048
PRJNA744578,Olivibacter sp. LS-1,2592345,S,5005,99,5104,0.00048
PRJNA744578,Dietzia sp. oral taxon 368,712270,S,34,5429,5463,0.00048
PRJNA749068,Paracoccus aminophilus,34003,S,6050,37,6087,0.00047
PRJNA744578,Cupriavidus pauculus,82633,S,4731,398,5129,0.00047
PRJNA744578,Kurthia zopfii,1650,S,4878,231,5109,0.00046
PRJNA629667,Sphingomonas sp. SUN039,2937787,S,244,3367,3611,0.00045
PRJNA629667,Exiguobacterium alkaliphilum,1428684,S,3098,278,3376,0.00045
PRJNA744578,Clostridium perfringens,1502,S,17,5858,5875,0.00045
PRJNA429692,Sphingobium yanoikuyae,13690,S,867998,185545,1053543,0.00044
PRJNA629667,Moraxella ovis,29433,S,22,3702,3724,0.00044
PRJNA744578,Nostoc edaphicum,264686,S,22,5021,5043,0.00043
PRJNA398289,Streptococcus phage D1024,2108109,S,521,17,538,0.00043
PRJNA629667,Fusobacterium animalis,76859,S,122,3079,3201,0.00043
PRJNA744578,Paenibacillus sp. URB8-2,2741301,S,4666,63,4729,0.00043
PRJNA629667,Paracoccus sp. AK26,2589076,S,3347,294,3641,0.00043
PRJNA744578,Corynebacterium massiliense,441501,S,49,5078,5127,0.00042
PRJNA629667,Bacteroides uniformis,820,S,3427,249,3676,0.00042
PRJNA429692,Streptococcus phage D1024,2108109,S,521,17,538,0.00041
PRJNA629667,Acidovorax sp. 1608163,2478662,S,23,3205,3228,0.00041
PRJNA629667,Exiguobacterium antarcticum,132920,S,25,3353,3378,0.0004
PRJNA629667,Pontibrevibacter nitratireducens,2758038,S,1561,2169,3730,0.0004
PRJNA1048173,Corynebacterium durum,61592,S,14868,8,14876,0.00039
PRJNA1048173,Elizabethkingia miricola,172045,S,112,16949,17061,0.00039
PRJNA744578,Aliiroseovarius sp. M344,2867010,S,4349,406,4755,0.00039
PRJNA629667,Escherichia coli,562,S,2176,1632,3808,0.00039
PRJNA629667,Paracoccus aminophilus,34003,S,1990,1024,3014,0.00038
PRJNA744578,Egicoccus halophilus,1670830,S,3197,5,3202,0.00038
PRJEB55147,Salmonella enterica,28901,S,174,1429,1603,0.00038
PRJNA744578,Algoriphagus sp. Y33,2772483,S,3973,111,4084,0.00038
PRJNA629667,Leptotrichia sp. oral taxon 218,712361,S,2962,33,2995,0.00038
PRJNA744578,Corynebacterium zhongnanshanii,2768834,S,904,3692,4596,0.00037
PRJNA744578,Janthinobacterium sp. 17J80-10,2497863,S,4291,125,4416,0.00037
PRJNA744578,Kovacikia minuta,2931930,S,49,4404,4453,0.00037
PRJNA744578,Cellvibrio sp. PSBB006,1987723,S,3909,416,4325,0.00037
PRJNA744578,Lactococcus taiwanensis,1151742,S,2410,1826,4236,0.00037
PRJNA629667,Paenibacillus sp. DR312,2871175,S,44,2749,2793,0.00037
PRJNA1048173,Cupriavidus metallidurans,119219,S,69,11680,11749,0.00036
PRJNA629667,Methylobacterium organophilum,410,S,266,2267,2533,0.00034
PRJNA744578,Anthocerotibacter panamensis,2857077,S,68,4073,4141,0.00034
PRJNA744578,Corynebacterium heidelbergense,2055947,S,611,3010,3621,0.00033
PRJNA744578,Janibacter limosus,53458,S,723,3358,4081,0.00033
PRJNA629667,Ralstonia sp. RS647,2880989,S,21,2841,2862,0.00033
PRJNA744578,Megasphaera stantonii,2144175,S,2770,1491,4261,0.00033
PRJNA629667,Neisseria subflava,28449,S,804,1701,2505,0.00032
PRJNA744578,Subdoligranulum variabile,214851,S,3329,428,3757,0.00031
PRJNA744578,Streptococcus dysgalactiae,1334,S,200,3900,4100,0.00031
PRJNA744578,Prevotella dentalis,52227,S,79,3974,4053,0.00031
PRJNA744578,Lactobacillus gasseri,1596,S,1377,2369,3746,0.00031
PRJNA744578,Bacillus anthracis,1392,S,1210,2626,3836,0.0003
PRJNA1048173,Dolosigranulum pigrum,29394,S,12310,225,12535,0.0003
PRJNA744578,Labilithrix luteola,1391654,S,3440,12,3452,0.0003
PRJNA629667,Streptococcus thermophilus,1308,S,646,1983,2629,0.00029
PRJNA744578,Finegoldia magna,1260,S,3432,10,3442,0.00029
PRJNA629667,Sinorhizobium meliloti,382,S,39,2154,2193,0.00029
PRJNA629667,Erythrobacter sp. A30-3,2785907,S,21,2732,2753,0.00029
PRJNA1048173,Faecalibacterium prausnitzii,853,S,1246,11457,12703,0.00028
PRJNA1048173,Cupriavidus sp. MP-37,2884455,S,62,10807,10869,0.00028
PRJNA629667,Caulobacter segnis,88688,S,2402,55,2457,0.00027
PRJNA629667,Brevundimonas sp. M20,2591463,S,303,1640,1943,0.00027
PRJNA629667,Brevundimonas sp. Bb-A,2560058,S,227,2145,2372,0.00027
PRJNA629667,Duncaniella sp. B8,2576606,S,2261,70,2331,0.00026
PRJNA629667,Chryseobacterium sp. POL2,2713414,S,162,1320,1482,0.00024
PRJNA629667,Prevotella sp. oral taxon 475,712471,S,1575,248,1823,0.00024
PRJNA629667,Parageobacillus thermoglucosidasius,1426,S,1920,35,1955,0.00024
PRJNA629667,Lawsonella clevelandensis,1528099,S,1924,56,1980,0.00024
PRJNA629667,Sphingomonas sediminicola,386874,S,269,1841,2110,0.00024
PRJNA1048173,Chryseobacterium sp. ZHDP1,2838877,S,8319,1656,9975,0.00024
PRJNA629667,Pannonibacter phragmitetus,121719,S,1032,924,1956,0.00024
PRJNA629667,Janthinobacterium sp. PAMC25594,2861284,S,18,1527,1545,0.00023
PRJNA629667,Veillonella parvula,29466,S,1308,620,1928,0.00023
PRJNA629667,Corynebacterium pseudotuberculosis,1719,S,46,1879,1925,0.00023
PRJNA629667,Variovorax paradoxus,34073,S,1491,26,1517,0.00023
PRJNA629667,Streptococcus urinalis,149016,S,1522,211,1733,0.00022
PRJNA1048173,Anaerococcus prevotii,33034,S,7851,44,7895,0.00022
PRJNA629667,Leptotrichia buccalis,40542,S,1813,116,1929,0.00022
PRJNA629667,Fusobacterium nucleatum,851,S,60,1615,1675,0.00022
PRJNA629667,Flavisolibacter ginsenosidimutans,661481,S,1778,4,1782,0.00022
PRJEB55147,Klebsiella pneumoniae,573,S,47,62,109,0.00022
PRJNA629667,Pseudocnuella soli,2502779,S,951,983,1934,0.00022
PRJEB55147,Chroococcidiopsis thermalis,54299,S,25,52,77,0.00021
PRJNA629667,Corynebacterium durum,61592,S,1691,164,1855,0.00021
PRJNA629667,Hoylesella buccalis,28127,S,1862,4,1866,0.00021
PRJNA629667,Brochothrix thermosphacta,2756,S,1674,1,1675,0.00021
PRJNA1048173,Morganella morganii,582,S,7298,88,7386,0.00021
PRJNA629667,Neisseria meningitidis,487,S,1613,197,1810,0.00021
PRJNA629667,Ferruginibacter lapsinanis,563172,S,1784,233,2017,0.00021
PRJNA1048173,Cupriavidus sp. EM10,2839983,S,29,7335,7364,0.0002
PRJNA1048173,Acinetobacter baumannii,470,S,305,7318,7623,0.0002
PRJNA1048173,Subdoligranulum variabile,214851,S,8720,454,9174,0.0002
PRJNA629667,Veillonella rogosae,423477,S,1386,109,1495,0.0002
PRJNA629667,Acinetobacter pittii,48296,S,1708,118,1826,0.0002
PRJNA629667,Jeotgalicoccus sp. WY2,2708346,S,1766,5,1771,0.0002
PRJNA629667,Staphylococcus sp. IVB6181,2929481,S,1727,11,1738,0.0002
PRJNA629667,Altererythrobacter rubellus,2173831,S,19,1640,1659,0.0002
PRJNA629667,Chryseobacterium sp. PET-29,2983267,S,32,1640,1672,0.0002
PRJNA629667,Dermacoccus nishinomiyaensis,1274,S,1542,243,1785,0.0002
PRJNA629667,Rothia amarae,169480,S,1261,381,1642,0.00019
PRJNA629667,Prevotella intermedia,28131,S,1574,52,1626,0.00019
PRJNA629667,Capnocytophaga gingivalis,1017,S,1478,1,1479,0.00019
PRJNA629667,Sphingobacterium faecium,34087,S,346,1169,1515,0.00019
PRJNA629667,Streptococcus sanguinis,1305,S,1681,19,1700,0.00019
PRJNA629667,Paracoccus jeotgali,2065379,S,18,1571,1589,0.00019
PRJNA629667,Campylobacter avium,522485,S,796,799,1595,0.00019
PRJNA1048173,Deinococcus deserti,310783,S,5869,19,5888,0.00018
PRJNA1048173,Sediminibacterium sp. TEGAF015,575378,S,3516,163,3679,0.00018
PRJNA1048173,Cupriavidus pauculus,82633,S,56,8008,8064,0.00017
PRJNA1048173,Paracoccus stylophorae,659350,S,5652,1306,6958,0.00017
PRJNA1048173,Methylobacterium radiotolerans,31998,S,1792,1634,3426,0.00016
PRJEB55147,Moraxella osloensis,34062,S,886,3,889,0.00014
