sample_id,sample_name,sequencing_date,taxonomy_name,taxonomy_id,taxonomy_lvl,assigned_reads,added_reads,total_reads,fraction_total_reads
jhu00008,Qiagen_DNeasy_MCS_1-100_4_S18,2024-03-14,Bacillus sp. WR11,2448811,S,1518,177805,179323,0.00188
jhu00008,Qiagen_DNeasy_MCS_1-100_4_S18,2024-03-14,Bacillus sp. Lzh-5,2049935,S,149,152504,152653,0.0016
jhu00008,Qiagen_DNeasy_MCS_1-100_4_S18,2024-03-14,Bacillus vallismortis,72361,S,81486,70855,152341,0.0016
jhu00008,Qiagen_DNeasy_MCS_1-100_4_S18,2024-03-14,Shigella dysenteriae,622,S,39528,92974,132502,0.00139
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Bacillus subtilis,1423,S,2,66,68,0.10692
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Enterococcus faecalis,1351,S,55,10,65,0.1022
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Lactobacillus fermentum,1613,S,50,3,53,0.08333
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Staphylococcus aureus,1280,S,19,32,51,0.08019
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Listeria monocytogenes,1639,S,33,10,43,0.06761
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Delftia tsuruhatensis,180282,S,33,6,39,0.06132
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Cryptosporidium hominis,237895,S,37,0,37,0.05818
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Salmonella enterica,28901,S,11,23,34,0.05346
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Escherichia coli,562,S,3,29,32,0.05031
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Cutibacterium acnes,1747,S,31,0,31,0.04874
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Bradyrhizobium sp. SK17,2057741,S,23,3,26,0.04088
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia contaminans,488447,S,14,7,21,0.03302
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Pseudomonas aeruginosa,287,S,4,13,17,0.02673
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Trypanosoma cruzi,5693,S,12,4,16,0.02516
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Dermacoccus nishinomiyaensis,1274,S,11,1,12,0.01887
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Pseudomonas tolaasii,29442,S,7,3,10,0.01572
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Klebsiella pneumoniae,573,S,2,3,5,0.00786
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Gardnerella vaginalis,2702,S,3,0,3,0.00472
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia lata,482957,S,2,1,3,0.00472
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Streptococcus mitis,28037,S,1,2,3,0.00472
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia cenocepacia,95486,S,1,2,3,0.00472
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Eimeria acervulina,5801,S,3,0,3,0.00472
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Streptococcus thermophilus,1308,S,1,1,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Veillonella parvula,29466,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Xanthomonas euvesicatoria,456327,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter sp. Ji-3-8,2708539,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Malassezia restricta,76775,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia metallica,488729,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Streptomyces lividans,1916,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Delftia acidovorans,80866,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Brevundimonas sp. LM2,1938605,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter vibrioides,155892,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Gemmata obscuriglobus,114,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Cryptococcus neoformans,5207,S,2,0,2,0.00314
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia pyrrocinia,60550,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Saccharomyces cerevisiae,4932,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Veillonella sp. T1-7,2682456,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Brevibacterium luteolum,199591,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Prevotella jejuni,1177574,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter sp. K31,366602,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Altererythrobacter ishigakiensis,476157,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Alicycliphilus denitrificans,179636,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Cryptosporidium baileyi,27987,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Thioclava nitratireducens,1915078,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Comamonas aquatica,225991,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Cutibacterium avidum,33010,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter rhizosphaerae,2010972,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Sphingomonas sp. XS-10,2599297,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Pseudomonas stutzeri,316,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Luteimonas sp. YGD11-2,2508168,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Xanthomonas campestris,339,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Pseudonocardia sp. AL041005-10,445576,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter henricii,69395,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Prevotella scopos,589437,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Achromobacter xylosoxidans,85698,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Stenotrophomonas acidaminiphila,128780,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Planktothrix agardhii,1160,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia seminalis,488731,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Enterobacter sp. E76,2596949,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Caulobacter segnis,88688,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Lysinimonas sp. KACC 19322,2592654,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Sphingomonas paucimobilis,13689,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Enterobacter oligotrophica,2478464,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Lactobacillus rossiae,231049,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Streptomyces venezuelae,54571,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Brevundimonas sp. MF30-B,2561924,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Pseudomonas citronellolis,53408,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Prevotella oris,28135,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Rhodopseudomonas palustris,1076,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Burkholderia multivorans,87883,S,1,0,1,0.00157
jhu00009,Qiagen_Soil_Air_Ctr_3_S2,2024-03-14,Corynebacterium jeikeium,38289,S,1,0,1,0.00157
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Salmonella enterica,28901,S,1747723,1768469,3516192,0.20354
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Pseudomonas aeruginosa,287,S,988283,1909066,2897349,0.16772
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Escherichia coli,562,S,554981,2254693,2809674,0.16264
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Staphylococcus aureus,1280,S,1425765,85617,1511382,0.08749
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Enterococcus faecalis,1351,S,1384687,42652,1427339,0.08262
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus subtilis,1423,S,90192,1141864,1232056,0.07132
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Listeria monocytogenes,1639,S,1122610,55813,1178423,0.06821
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus intestinalis,1963032,S,2452,915007,917459,0.05311
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Lactobacillus fermentum,1613,S,856758,20712,877470,0.05079
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Saccharomyces cerevisiae,4932,S,188573,241,188814,0.01093
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Cryptococcus neoformans,5207,S,147637,687,148324,0.00859
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Shigella flexneri,623,S,6186,124787,130973,0.00758
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus sp. FJAT-14266,1837130,S,37,60559,60596,0.00351
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Shigella boydii,621,S,6192,35916,42108,0.00244
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus cereus,1396,S,8349,32104,40453,0.00234
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Sphingomonas azotifigens,330920,S,17,37206,37223,0.00215
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus velezensis,492670,S,2356,32581,34937,0.00202
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus sp. WR11,2448811,S,279,34049,34328,0.00199
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Pseudomonas tolaasii,29442,S,32601,772,33373,0.00193
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus sp. Lzh-5,2049935,S,30,31997,32027,0.00185
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus sp. HNA3,2585772,S,71,31785,31856,0.00184
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Shigella dysenteriae,622,S,8575,19836,28411,0.00164
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bacillus vallismortis,72361,S,13933,12602,26535,0.00154
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Bradyrhizobium sp. SK17,2057741,S,18541,1087,19628,0.00114
jhu00012,Qiagen_Soil_MCS_1-100_4_S5,2024-03-14,Burkholderia contaminans,488447,S,15502,2839,18341,0.00106
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia contaminans,488447,S,4597029,922178,5519207,0.35168
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Bradyrhizobium sp. SK17,2057741,S,3837955,201027,4038982,0.25736
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia lata,482957,S,401122,105112,506234,0.03226
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter mirabilis,69666,S,289351,20145,309496,0.01972
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter flavus,1679497,S,227123,38760,265883,0.01694
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Trypanosoma cruzi,5693,S,213305,46558,259863,0.01656
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia cenocepacia,95486,S,129302,103530,232832,0.01484
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter vibrioides,155892,S,168992,57947,226939,0.01446
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter sp. Ji-3-8,2708539,S,172101,53302,225403,0.01436
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter rhizosphaerae,2010972,S,184734,38185,222919,0.0142
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Rothia mucilaginosa,43675,S,200944,2787,203731,0.01298
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Haemophilus parainfluenzae,729,S,151247,13048,164295,0.01047
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter sp. K31,366602,S,139913,24281,164194,0.01046
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Phenylobacterium zucineum,284016,S,151537,7202,158739,0.01011
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Prevotella melaninogenica,28132,S,144026,8546,152572,0.00972
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter segnis,88688,S,114719,31674,146393,0.00933
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia cepacia,292,S,102620,38204,140824,0.00897
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptomyces lividans,1916,S,95361,19941,115302,0.00735
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Cryptosporidium hominis,237895,S,76889,35349,112238,0.00715
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter sp. FWC26,69665,S,78655,31301,109956,0.00701
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Pseudomonas tolaasii,29442,S,55363,44888,100251,0.00639
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Caulobacter henricii,69395,S,87492,11723,99215,0.00632
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Veillonella sp. T1-7,2682456,S,67288,15162,82450,0.00525
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus mitis,28037,S,61424,11091,72515,0.00462
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas naejangsanensis,588932,S,61432,10347,71779,0.00457
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Pasteurella multocida,747,S,1332,69592,70924,0.00452
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Escherichia coli,562,S,3819,65368,69187,0.00441
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Fusobacterium pseudoperiodonticum,2663009,S,59940,7490,67430,0.0043
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia metallica,488729,S,57329,7295,64624,0.00412
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Phenylobacterium sp. HYN0004,2201350,S,58236,2528,60764,0.00387
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Klebsiella pneumoniae,573,S,17046,43426,60472,0.00385
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas diminuta,293,S,17477,40013,57490,0.00366
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Schaalia odontolytica,1660,S,55145,1023,56168,0.00358
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Bradyrhizobium betae,244734,S,48262,6048,54310,0.00346
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus pneumoniae,1313,S,14353,39318,53671,0.00342
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Veillonella parvula,29466,S,52505,1143,53648,0.00342
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Alicycliphilus denitrificans,179636,S,21239,28856,50095,0.00319
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Pseudomonas aeruginosa,287,S,4206,45777,49983,0.00318
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Prevotella jejuni,1177574,S,46956,2589,49545,0.00316
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia stabilis,95485,S,37241,10869,48110,0.00307
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia pseudomallei,28450,S,16587,29154,45741,0.00291
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Neisseria subflava,28449,S,39678,3185,42863,0.00273
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas sp. LM7,1938607,S,39334,1813,41147,0.00262
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Veillonella atypica,39777,S,36254,1144,37398,0.00238
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas sp. Cra20,1327635,S,34949,1088,36037,0.0023
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sinorhizobium meliloti,382,S,21643,14520,36163,0.0023
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas koreensis,93064,S,22881,12561,35442,0.00226
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Neisseria mucosa,488,S,26602,8606,35208,0.00224
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Veillonella dispar,39778,S,29857,4018,33875,0.00216
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia pyrrocinia,60550,S,27012,4826,31838,0.00203
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas hengshuiensis,1609977,S,31146,372,31518,0.00201
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia multivorans,87883,S,23831,6357,30188,0.00192
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas mediterranea,74329,S,22716,7187,29903,0.00191
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas subvibrioides,74313,S,28703,1276,29979,0.00191
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas sp. LM2,1938605,S,28538,1195,29733,0.00189
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas sp. MF30-B,2561924,S,28470,983,29453,0.00188
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus oralis,1303,S,24249,5141,29390,0.00187
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia vietnamiensis,60552,S,9480,18388,27868,0.00178
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas sp. M20,2591463,S,25655,1090,26745,0.0017
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus sp. oral taxon 061,712623,S,25267,961,26228,0.00167
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Paraburkholderia xenovorans,36873,S,20198,4836,25034,0.0016
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Gemella haemolysans,1379,S,23573,601,24174,0.00154
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas vancanneytii,1325724,S,4002,19333,23335,0.00149
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Hammondia hammondi,99158,S,17797,4880,22677,0.00144
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia seminalis,488731,S,19572,2619,22191,0.00141
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Bradyrhizobium sp. 6(2017),1197460,S,21627,264,21891,0.00139
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Prevotella intermedia,28131,S,20654,920,21574,0.00137
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas sp. Bb-A,2560058,S,6034,15542,21576,0.00137
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas sp. FARSPH,2219696,S,12201,8976,21177,0.00135
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Bradyrhizobium elkanii,29448,S,20343,720,21063,0.00134
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus sp. LPB0220,2610896,S,17496,3370,20866,0.00133
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Campylobacter concisus,199,S,20675,168,20843,0.00133
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Acidovorax sp. JS42,232721,S,3009,17771,20780,0.00132
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus parasanguinis,1318,S,19030,1327,20357,0.0013
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas azotifigens,330920,S,1,20121,20122,0.00128
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Burkholderia ubonensis,101571,S,15362,4008,19370,0.00123
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus sp. HSISM1,1316408,S,16030,3011,19041,0.00121
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Streptococcus sp. oral taxon 431,712633,S,17877,847,18724,0.00119
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Brevundimonas sp. DS20,1532555,S,5088,13516,18604,0.00119
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Sphingomonas sp. MM-1,745310,S,8638,9902,18540,0.00118
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Rhodopseudomonas palustris,1076,S,18091,232,18323,0.00117
jhu00013,Thermo_MagMax_Air_Ctr_3_S21,2024-03-14,Eimeria acervulina,5801,S,17724,662,18386,0.00117
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Burkholderia contaminans,488447,S,6072361,1002549,7074910,0.33364
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Bradyrhizobium sp. SK17,2057741,S,5182897,266355,5449252,0.25697
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Burkholderia lata,482957,S,525325,87240,612565,0.02889
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Trypanosoma cruzi,5693,S,536393,44173,580566,0.02738
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Pseudomonas aeruginosa,287,S,101980,350796,452776,0.02135
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Salmonella enterica,28901,S,146946,294769,441715,0.02083
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter mirabilis,69666,S,390514,26817,417331,0.01968
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter flavus,1679497,S,306767,51649,358416,0.0169
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Escherichia coli,562,S,45720,261458,307178,0.01449
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter vibrioides,155892,S,229188,77518,306706,0.01446
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter sp. Ji-3-8,2708539,S,231241,70860,302101,0.01425
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter rhizosphaerae,2010972,S,249149,50810,299959,0.01415
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Burkholderia cenocepacia,95486,S,172061,115441,287502,0.01356
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Lactobacillus fermentum,1613,S,275517,9426,284943,0.01344
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Listeria monocytogenes,1639,S,211770,28901,240671,0.01135
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Enterococcus faecalis,1351,S,206197,16656,222853,0.01051
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter sp. K31,366602,S,189207,32495,221702,0.01045
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Phenylobacterium zucineum,284016,S,203307,9498,212805,0.01004
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter segnis,88688,S,154697,42129,196826,0.00928
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Burkholderia cepacia,292,S,131542,44080,175622,0.00828
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter sp. FWC26,69665,S,107390,42169,149559,0.00705
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Caulobacter henricii,69395,S,117077,15478,132555,0.00625
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Bacillus intestinalis,1963032,S,345,125583,125928,0.00594
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Streptomyces lividans,1916,S,93977,19877,113854,0.00537
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Bacillus subtilis,1423,S,10084,93060,103144,0.00486
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Brevundimonas naejangsanensis,588932,S,82376,13822,96198,0.00454
jhu00016,Thermo_MagMax_MCS_1-100_4_S24,2024-03-14,Neisseria subflava,28449,S,87927,5892,93819,0.00442
